00:02:20.954 [Safezone] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0= pos=<5616.877441, 29.023972, 5418.303223>) Entered the safezone
00:18:00.126 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:00.213 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:18:00.883 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:01.014 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:18:01.238 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:01.312 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:18:01.604 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:01.700 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:18:01.884 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:01.977 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:18:02.371 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:02.447 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_556x45 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 0.
00:18:03.100 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_762x54 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:03.227 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_762x54 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1.
00:18:06.435 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has send a requested to sell ammo_762x54 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>).
00:18:06.544 [Market] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has sold ammo_762x54 x1 at the trader "Weapons (Oliver [WEAPONS])" in market zone "The Holler" (pos=<5632.000000, 32.000000, 5392.000000>) and got 1.
00:20:14.790 [ATM] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) has withdrawn 14072 from his ATM account.
00:22:44.411 [Party] Player "Dirtydan" (id=eZvdqnhxQZeB4Wvp7ko5cFy79bCUMACrCdUKq6S9F3w=) left the party "Dirty Crew" (id=23 ownerUID=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8= ownerName=Condom Breath)
00:26:46.391 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5637.589355, 28.709999, 5418.227539>) Entered the safezone
00:28:58.684 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.307129, 28.722498, 5421.943848>) used the  ExpansionCarAdminKey to unlock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:29:04.819 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.307129, 28.722498, 5421.943848>) used the  ExpansionCarAdminKey to lock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:29:06.155 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.307129, 28.722498, 5421.943848>) used the Admin CarKey to unpair ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:29:08.991 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.307129, 28.722498, 5421.943848>) used the  ExpansionCarAdminKey to lock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:29:13.678 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.307129, 28.722498, 5421.943848>) used the  ExpansionCarAdminKey to unlock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:29:18.782 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.225098, 28.722498, 5421.691895>) used the  ExpansionCarAdminKey to lock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:30:36.241 [Party] Player "Cap" (id=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0=) left the party "Hunter Bros" (id=26 ownerUID=Q3M9FJE3Je-u4MYuLOACkjxlPTmQOXPO6od4hwPU2Q0= ownerName=Cap)
00:31:30.348 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5656.049805, 28.722498, 5422.270996>) used the  ExpansionCarAdminKey to unlock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561544, 5423.271973>)
00:31:35.380 [VehicleEnter] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] entered vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<5655.003418, 28.561543, 5423.272461>) as driver
00:31:56.157 [VehicleLeave] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] left vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068748, 5101.680664>)
00:31:57.816 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10130.051758, 53.169899, 5100.940430>) Left the safezone
00:32:03.191 [VehicleEnter] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] entered vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068760, 5101.680664>) as driver
00:32:07.185 [VehicleLeave] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] left vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068756, 5101.680664>)
00:32:46.041 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10129.754883, 53.176563, 5100.640137>) used the Admin CarKey to unpair ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068745, 5101.680664>)
00:32:50.766 [VehicleCarKey] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10129.754883, 53.176563, 5100.640137>) paired a  ExpansionCarKey to ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068745, 5101.680664>)
00:32:55.351 [VehicleEnter] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] entered vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068756, 5101.680664>) as driver
00:32:57.057 [VehicleEngine] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] started vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10128.700195, 53.068745, 5101.680664>)
00:33:08.683 [VehicleLeave] Player (ADMIN)BLUE [uid=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU=] left vehicle ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10120.745117, 53.170067, 5097.920410>)
00:33:11.371 [VehicleCarKey] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10121.208008, 53.304253, 5096.283203>) used the  ExpansionCarKey to lock ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10120.745117, 53.170067, 5097.920410>)
00:33:45.593 [VehicleDeleted] ROVER (id=C2517CA9C24F2385150F2F9A74F1E91D pos=<10120.745117, 53.170067, 5097.920410>)
00:33:45.593 [VehicleCover] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10121.416016, 53.515137, 5096.320313>) covered vehicle "ROVER" (GlobalID=80000000800000008000000080002E34 pos=<10120.745117, 53.170067, 5097.920410>)!
00:33:59.312 [VehicleDeleted] Jeep_Wrangler (id=D84FEBEA164C89A6DC73A1B0E8FE290A pos=<10130.020508, 53.231571, 5097.083496>)
00:33:59.312 [VehicleCover] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10128.001953, 53.168301, 5097.143066>) covered vehicle "Jeep_Wrangler" (GlobalID=8000000080000000800000008000C324 pos=<10130.020508, 53.231571, 5097.083496>)!
00:34:23.442 [AdminTools] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10136.789063, 59.246246, 5093.255859>) used the Admin CarKey to unpair ExpansionUh1h (id=F022B4280240590A293AE586C026C136 pos=<10133.820313, 59.344246, 5091.468750>)
00:34:44.257 [VehicleCarKey] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10136.541992, 59.246418, 5093.874023>) paired a  ExpansionCarKey to ExpansionUh1h (id=F022B4280240590A293AE586C026C136 pos=<10133.820313, 59.344246, 5091.468750>)
00:34:46.358 [VehicleCarKey] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<10136.541992, 59.246418, 5093.874023>) used the  ExpansionCarKey to lock ExpansionUh1h (id=F022B4280240590A293AE586C026C136 pos=<10133.820313, 59.344246, 5091.468750>)
00:35:20.055 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5649.828613, 28.709999, 5415.395508>) Entered the safezone
00:37:40.757 [AI Patrol] Spawning 3 Power Plant Patrol bots at <4473.921875, 20.485447, 7144.763184>
00:37:51.086 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5297.210938, 3.313386, 7595.471680>) Left the safezone
00:42:24.798 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.258789, 3.140518, 3105.751465>) as driver
00:42:28.826 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.258789, 3.140519, 3105.751465>)
00:42:41.270 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.258789, 3.140518, 3105.751465>) as driver
00:42:44.295 [VehicleEngine] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] started vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.258789, 3.140519, 3105.751465>)
00:43:14.227 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9619.350586, 3.239612, 3110.403564>)
00:44:31.174 [Party] Player "MaxCaliber" (id=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=) joinded the party "Dirty Crew" (id=23 ownerUID=VsEWQWxzvcTpDLQgc9tVyxq5TiqDS9O3QehdBa_YkH8= ownerName=Condom Breath)
00:44:38.158 [VehicleCarKey] Player "MaxCaliber" (id=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM= pos=<7632.368164, 2.364076, 8732.998047>) used the  ExpansionCarKey to unlock Chevrolet_Camaro_Egor (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<7634.574707, 2.332322, 8730.434570>)
00:44:45.290 [VehicleEnter] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] entered vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<7634.577148, 2.332315, 8730.434570>) as driver
00:44:47.987 [VehicleEngine] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] started vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<7634.577148, 2.332315, 8730.436523>)
00:47:40.374 [VehicleLeave] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] left vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9522.240234, 23.148699, 8954.947266>)
00:47:51.844 [VehicleEnter] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] entered vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9522.238281, 23.148691, 8954.945313>) as driver
00:47:54.309 [VehicleEngine] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] started vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9522.236328, 23.148680, 8954.945313>)
00:48:12.393 [VehicleEngine] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] stopped vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9537.150391, 23.132988, 8931.496094>)
00:48:15.892 [VehicleLeave] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] left vehicle STR_Camaro_Egor_name (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9537.150391, 23.132988, 8931.496094>)
00:48:33.035 [VehicleCover] Player "MaxCaliber" (id=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM= pos=<9539.513672, 23.117592, 8943.537109>) uncovered vehicle "NivaPickup_kamo" (GlobalID=80000000800000008000000080004F77 pos=<9536.715820, 23.194164, 8942.117188>)!
00:49:50.188 [VehicleCarKey] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<6200.641113, 31.562475, 2199.437988>) paired a  ExpansionCarKey to SCOUT_Veh (id=5159F586C5448E7F155E449046E3E371 pos=<6203.226074, 31.539448, 2198.972900>)
00:49:53.956 [VehicleCarKey] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<6200.641113, 31.562475, 2199.437988>) used the  ExpansionCarKey to lock SCOUT_Veh (id=5159F586C5448E7F155E449046E3E371 pos=<6203.226074, 31.539448, 2198.972900>)
00:50:38.866 [VehicleDeleted] SCOUT_Veh (id=5159F586C5448E7F155E449046E3E371 pos=<6203.226074, 31.539448, 2198.972900>)
00:50:38.867 [VehicleCover] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<6205.716797, 31.562498, 2199.398438>) covered vehicle "SCOUT_Veh" (GlobalID=8000000080000000800000008000D9F6 pos=<6203.226074, 31.539448, 2198.972900>)!
00:53:38.735 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9619.350586, 3.239619, 3110.403564>) as driver
00:53:40.891 [VehicleEngine] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] started vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9619.350586, 3.239614, 3110.403564>)
00:53:55.625 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9612.387695, 3.523920, 3114.312256>)
00:54:34.581 [VehicleCarKey] Player "MaxCaliber" (id=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM= pos=<9539.317383, 23.122772, 8932.685547>) used the  ExpansionCarKey to lock Chevrolet_Camaro_Egor (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9537.149414, 23.132996, 8931.496094>)
00:54:50.736 [VehicleDeleted] Chevrolet_Camaro_Egor (id=BBBA61D90F467F9FD39CD79FE8767152 pos=<9537.149414, 23.132996, 8931.496094>)
00:54:50.737 [VehicleCover] Player "MaxCaliber" (id=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM= pos=<9539.646484, 23.117836, 8934.290039>) covered vehicle "Chevrolet_Camaro_Egor" (GlobalID=8000000080000000800000008000BF50 pos=<9537.149414, 23.132996, 8931.496094>)!
00:55:48.606 [AI Patrol] Spawning 3 Prison Island Patrol bots at <5266.414063, 34.738899, 615.575439>
00:59:17.551 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5646.519043, 28.771870, 5405.948730>) Entered the safezone
01:00:31.189 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5666.525879, 33.298916, 5235.379883>) Left the safezone
01:02:06.811 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<5655.075684, 32.970966, 5258.924805>) Entered the safezone
01:02:54.086 [VehicleEnter] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] entered vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<9536.719727, 23.194096, 8942.114258>) as driver
01:02:57.888 [VehicleEngine] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] started vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<9536.719727, 23.194096, 8942.114258>)
01:03:27.872 [Safezone] Player "(ADMIN)BLUE" (id=OAdpPkJP2Ps_W7h2ttR1bK23ekHCzrxw0mDT3zqLMdU= pos=<9489.049805, 20.302866, 8982.267578>) Left the safezone
01:03:29.773 [VehicleLeave] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] left vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<9512.692383, 22.969339, 8962.736328>)
01:05:45.642 [VehicleEnter] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] entered vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<9512.693359, 22.969341, 8962.737305>) as driver
01:05:48.437 [VehicleEngine] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] started vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<9512.693359, 22.969332, 8962.734375>)
01:05:56.800 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9612.387695, 3.523920, 3114.312256>) as driver
01:05:59.681 [VehicleEngine] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] started vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9612.387695, 3.523926, 3114.312256>)
01:06:15.466 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137407, 3105.749268>)
01:06:21.554 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137406, 3105.749268>) as driver
01:06:23.200 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137406, 3105.749268>)
01:06:25.195 [VehicleCarKey] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw= pos=<9618.029297, 3.394493, 3105.916504>) used the  ExpansionCarKey to lock HAMMER_H1_black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137407, 3105.749268>)
01:12:11.354 [VehicleCarKey] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw= pos=<9615.239258, 3.103087, 3105.127197>) used the  ExpansionCarKey to unlock HAMMER_H1_black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137407, 3105.749268>)
01:15:02.744 [AI Patrol] Spawning 3 RCFI Patrol bots at <3849.333496, 11.374619, 8727.743164>
01:16:07.888 [VehicleCarKey] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw= pos=<9618.475586, 3.091089, 3106.059326>) used the  ExpansionCarKey to lock HAMMER_H1_black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137407, 3105.749268>)
01:16:09.198 [VehicleCarKey] Player "Captain Chaos" (id=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw= pos=<9618.475586, 3.091089, 3106.059326>) used the  ExpansionCarKey to unlock HAMMER_H1_black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137407, 3105.749268>)
01:16:13.934 [VehicleEnter] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] entered vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137407, 3105.749268>) as driver
01:16:24.409 [VehicleLeave] Player Captain Chaos [uid=KWl3ojgjStHOe3-iLRChpUG8crsNiNfei3BT6NCIfaw=] left vehicle HAMMER_H1 black_rust (id=379A4E7A614BA841CA294D9B259BB572 pos=<9616.512695, 3.137406, 3105.749268>)
01:18:12.717 [VehicleEngine] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] stopped vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<3778.597656, 26.680101, 9306.848633>)
01:18:16.011 [VehicleLeave] Player MaxCaliber [uid=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM=] left vehicle NivaPickup Camo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<3778.599609, 26.680096, 9306.848633>)
01:18:47.070 [VehicleCarKey] Player "MaxCaliber" (id=s7vJf2NuCNme1MUM_sgLr2G3yzcxYg10pO0s-GAKExM= pos=<3776.036377, 26.626699, 9304.411133>) used the  ExpansionCarKey to lock NivaPickup_kamo (id=1DABC1196A4051D40DC8578D2FCC6FAC pos=<3778.596680, 26.680105, 9306.848633>)
